pinx,sale_id,sale_price,sale_date,use_type,area,lot_sf,wfnt,bldg_grade,tot_sf,beds,baths,age,eff_age,longitude,latitude
..4003500015,2012..32031,860000,2012-12-06,sfr,14,8775,0,9,2120,3,3.0,104,104,-122.291005348605,47.6038283682867
..4003500025,2012..11732,649000,2012-05-23,sfr,14,8843,0,8,1760,4,1.5,104,104,-122.290991330498,47.6036188548328
..4003500040,2016..29028,999000,2016-08-23,sfr,14,4125,0,8,2500,3,1.75,101,101,-122.291266290141,47.6033201356468
..4088800580,2014..36138,1340000,2014-11-20,sfr,13,20108,1,5,990,2,1.0,80,80,-122.315359666536,47.6460579632705
..4088801440,2013..20758,890000,2013-07-10,sfr,13,6135,1,6,1430,3,1.5,73,73,-122.320190698883,47.6515540845666
..4088801450,2015..13444,861300,2015-05-15,sfr,13,6481,1,6,700,1,1.0,75,75,-122.319969879774,47.65132227598
..4114600312,2010..7704,2675000,2010-04-29,sfr,14,29247,1,11,3410,3,2.5,40,40,-122.284469600978,47.6422786107881
..4114600336,2012..24225,1850000,2012-09-18,sfr,14,11499,0,12,4970,3,4.5,12,12,-122.28252693882,47.6413277197784
..4114600360,2011..17722,1175000,2011-09-21,sfr,14,6300,0,10,2870,4,2.5,26,26,-122.283015542548,47.6413443176217
..4114600360,2013..31309,1290000,2013-09-11,sfr,14,6300,0,10,2870,4,2.5,28,28,-122.283015542548,47.6413443176217
..4114600660,2010..21075,2050000,2010-11-08,sfr,14,2400,0,10,3170,4,3.25,34,7,-122.277676698429,47.6307447738984
..4114600790,2016..18097,5000000,2016-06-13,sfr,14,24000,1,11,3080,2,3.25,64,18,-122.282199100407,47.6228371624349
..4114601520,2016..21486,5402500,2016-06-28,sfr,14,13315,1,12,6430,5,4.5,15,15,-122.287327549682,47.5935737827672
..4114601525,2011..11572,3485000,2011-06-28,sfr,14,17501,1,11,4550,4,4.0,6,6,-122.287273136922,47.5932250875012
..4114601535,2010..13311,2625000,2010-06-30,sfr,14,9643,1,11,3680,3,3.25,4,4,-122.287229872727,47.5930781553542
..4114601570,2014..35836,3600000,2014-11-18,sfr,14,12431,1,10,5020,3,3.25,73,12,-122.286960485554,47.5925130798218
..4141800005,2011..7180,780000,2011-05-04,sfr,14,5000,0,8,2870,4,1.5,89,89,-122.288458455066,47.6157953086903
..4141800010,2010..634,1260000,2010-01-12,sfr,14,4000,0,10,3930,4,3.0,2,2,-122.288461794606,47.6156718939061
..4141800030,2014..31995,920000,2014-10-14,sfr,14,4000,0,8,2480,3,1.75,66,0,-122.288378960371,47.6150133871224
..4141800085,2016..741,1450000,2016-01-05,sfr,14,5017,0,9,3170,5,3.5,16,16,-122.287833263702,47.6148894101216
..4141800200,2010..22618,935000,2010-12-01,sfr,14,4000,0,9,2070,3,1.5,84,84,-122.287367703128,47.6153404539453
..4141800215,2014..36948,1495000,2014-11-26,sfr,14,4000,0,9,3770,4,3.75,98,98,-122.287358806411,47.6156696548851
..4141800285,2014..20719,1727000,2014-07-14,sfr,14,8000,0,9,3470,4,2.25,108,12,-122.286734097235,47.6147903930424
..4141800300,2012..9100,649950,2012-04-25,sfr,14,4000,0,9,2840,3,2.5,84,84,-122.286742285575,47.6145159177812
..4141800300,2015..13818,1400000,2015-04-26,sfr,14,4000,0,9,2840,3,2.5,87,87,-122.286742285575,47.6145159177812
..4199900005,2012..4091,3700000,2012-02-28,sfr,14,25552,1,9,4170,5,3.25,89,89,-122.280634561845,47.6213545250156
..4226900070,2016..9881,900000,2016-04-07,sfr,15,5400,0,7,1920,4,1.5,116,116,-122.314936587958,47.6032546762738
..4226900212,2016..35178,739000,2016-10-04,townhouse,15,1154,0,9,1500,3,1.75,0,0,-122.313730362297,47.6038478458202
..4226900213,2016..34736,697444,2016-09-19,townhouse,15,1152,0,9,1500,2,2.0,0,0,-122.313731017958,47.6037768117938
..4226900230,2010..2917,505000,2010-02-26,townhouse,15,1555,0,8,1710,2,1.75,2,2,-122.313752381388,47.6027990869385
..4226900232,2010..10846,494000,2010-05-21,townhouse,15,861,0,8,1732,2,1.75,2,2,-122.313744462583,47.6029275344641
..4226900233,2010..12398,470000,2010-06-22,townhouse,15,845,0,8,1730,2,1.75,2,2,-122.31374391988,47.6029746698887
..4226900234,2011..2190,469000,2011-02-16,townhouse,15,1682,0,8,1970,2,2.0,3,3,-122.313752136245,47.6030424108718
..4232400010,2014..24992,780500,2014-08-04,sfr,15,4264,0,8,1760,4,1.5,112,112,-122.312332358105,47.6246102723858
..4232400110,2014..35341,1125000,2014-11-11,sfr,15,5640,0,9,1910,5,1.75,108,108,-122.310929203113,47.6248545511384
..4232400210,2011..14253,868000,2011-07-19,sfr,15,6120,0,8,2230,3,1.75,111,111,-122.308287493853,47.6245789128084
..4232400255,2015..38927,875000,2015-11-12,sfr,15,2450,0,7,1950,2,2.0,102,102,-122.30814928385,47.6242707782016
..4232400400,2014..30089,1260000,2014-09-29,sfr,15,5400,0,9,2970,4,2.0,114,114,-122.309074667651,47.6235240226237
..4232400415,2013..28903,575000,2013-08-12,sfr,15,5400,0,7,1610,2,2.0,26,26,-122.309069185666,47.6238968047443
..4232400470,2014..15451,751750,2014-05-27,sfr,15,5400,0,8,2550,4,2.5,112,112,-122.310945790271,47.6237810009396
..4232400495,2010..20720,870000,2010-11-02,sfr,15,5400,0,9,2850,4,2.25,103,103,-122.310398453816,47.6235298853204
..4232400599,2010..10819,607000,2010-05-20,townhouse,15,1380,0,9,1580,3,3.25,8,8,-122.311593127931,47.623814294121
..4232400602,2013..29604,638000,2013-09-11,townhouse,15,1315,0,9,1560,3,3.5,11,11,-122.311595223812,47.6236917767405
..4232400605,2011..4688,570000,2011-03-28,townhouse,15,1335,0,9,1650,3,3.5,9,9,-122.311837729766,47.6237533597873
..4232400695,2015..18502,1095000,2015-06-02,sfr,15,5400,0,8,2020,4,1.0,113,113,-122.311733317135,47.6227329505547
..4232400706,2016..6395,776366,2016-03-21,sfr,15,4000,0,7,1540,5,1.5,114,114,-122.311673471629,47.6229764967034
..4232400830,2011..4205,1120000,2011-03-09,sfr,15,5640,0,9,2990,4,2.5,93,93,-122.310415684061,47.6223984921174
..4232400860,2014..18470,1200000,2014-06-30,sfr,15,3360,0,9,2120,4,2.0,109,109,-122.310411093563,47.6227096751225
..4232400880,2016..37768,1500000,2016-10-25,sfr,15,4050,0,9,2090,3,2.25,110,11,-122.31055834843,47.6230388433162
..4232400945,2010..21998,1370000,2010-11-24,sfr,15,4900,0,9,4130,4,4.0,105,9,-122.309681347827,47.6224134652248
..4232400975,2010..14545,1290000,2010-07-02,sfr,15,5400,0,10,3760,4,2.75,106,6,-122.309095965114,47.622225087976
..4232400985,2010..7195,800000,2010-04-21,sfr,15,4800,0,9,2570,4,2.5,104,104,-122.309092132182,47.6224529623197
..4232401015,2014..9126,850000,2014-04-17,sfr,15,3906,0,8,2750,3,1.5,109,109,-122.30903713719,47.6229523514013
..4232401035,2013..28009,849000,2013-08-20,sfr,15,3160,0,9,2550,3,1.5,107,107,-122.309244870178,47.6230482872661
..4232401115,2016..40092,655000,2016-11-15,sfr,15,1845,0,8,1300,2,1.75,98,98,-122.307934170152,47.6222204550934
..4232401165,2016..44327,1650000,2016-12-02,sfr,15,5040,0,9,2880,4,3.25,111,0,-122.308331927539,47.6218039810843
..4232401210,2015..28137,904000,2015-08-17,sfr,15,4200,0,8,2410,3,1.75,107,107,-122.307942327478,47.6218326471106
..4232401225,2013..31112,700000,2013-09-23,sfr,15,1820,0,7,1540,3,2.0,103,1,-122.30948400938,47.6219115944748
..4232401265,2014..32590,1112750,2014-10-20,sfr,15,3600,0,9,3090,5,3.5,14,14,-122.309108073059,47.6217353235076
..4232401290,2011..13045,885000,2011-07-19,sfr,15,2800,0,9,1670,3,2.25,107,107,-122.311058898358,47.6218458214328
..4232401345,2011..8679,1340000,2011-05-20,sfr,15,6240,0,10,3200,4,3.25,108,11,-122.310431272673,47.6216274320143
..4232401375,2013..12215,618000,2013-05-06,townhouse,15,1687,0,8,2180,3,2.5,9,9,-122.311627990486,47.6214535596013
..4232401376,2013..18464,438000,2013-06-18,townhouse,15,1202,0,8,1300,2,1.5,9,9,-122.311877027354,47.6215332048187
..4232401378,2013..32727,400000,2013-10-03,townhouse,15,1313,0,8,1290,2,1.5,9,9,-122.311875479547,47.6214411613896
..4232401380,2015..14736,845000,2015-05-12,townhouse,15,1840,0,9,1610,3,2.25,0,0,-122.31164909475,47.6215965121442
..4232401382,2015..14397,845000,2015-05-12,townhouse,15,1124,0,9,1610,3,2.25,0,0,-122.311599087793,47.6217187753204
..4232401383,2015..14222,660000,2015-05-12,townhouse,15,920,0,9,1210,2,2.0,0,0,-122.311740326758,47.621700218163
..4232401384,2015..15390,700000,2015-05-12,townhouse,15,1019,0,9,1530,2,2.0,0,0,-122.311891034974,47.6217254210966
..4278900003,2013..6009,430000,2013-03-15,sfr,14,5563,0,8,2400,3,2.75,63,0,-122.290835826711,47.6058896091284
..4278900003,2013..40629,795000,2013-12-19,sfr,14,5563,0,8,2400,3,2.75,63,0,-122.290835826711,47.6058896091284
..4278900055,2014..14093,599000,2014-05-28,sfr,14,2750,0,8,1550,4,2.75,97,0,-122.2913478806,47.605312566819
..4278900060,2010..7171,345800,2010-04-20,sfr,14,2750,0,6,890,2,1.0,93,93,-122.291346492744,47.6054512893002
..4278900110,2014..31671,969500,2014-10-09,sfr,14,3025,0,8,2080,3,3.25,30,30,-122.289060695232,47.6050549188326
..4278900120,2010..23167,595000,2010-12-12,sfr,14,4977,0,8,1810,4,2.25,29,29,-122.290189986857,47.6058241331842
..4278900140,2012..10915,569500,2012-05-21,sfr,14,2430,0,8,1820,3,3.25,6,6,-122.290291297292,47.6054159578
..4278900140,2016..17564,769260,2016-06-09,sfr,14,2430,0,8,1820,3,3.25,10,10,-122.290291297292,47.6054159578
..4278900170,2013..28848,795000,2013-09-03,sfr,14,4000,0,9,2900,4,2.25,76,76,-122.289470193037,47.6053366437334
..4289900005,2014..40169,1535000,2014-12-30,sfr,14,4100,0,10,2850,4,3.25,106,11,-122.284990012918,47.6146428911982
..4289900040,2012..2094,907000,2012-01-23,sfr,14,13300,0,8,2820,4,3.5,105,7,-122.284497197017,47.6146333495116
..4289900040,2012..2095,840000,2012-01-23,sfr,14,13300,0,8,2820,4,3.5,105,7,-122.284497197017,47.6146333495116
..4289900040,2013..11604,1070000,2013-04-30,sfr,14,13300,0,8,2820,4,3.5,106,8,-122.284497197017,47.6146333495116
..4289900065,2014..8348,775000,2014-04-07,sfr,14,4680,0,8,2060,3,2.25,111,25,-122.284078438062,47.6149600642201
..4289900065,2016..13575,922500,2016-05-05,sfr,14,4680,0,8,2060,3,2.25,113,27,-122.284078438062,47.6149600642201
..4289900070,2014..28212,1312000,2014-08-23,sfr,14,5215,0,9,3570,5,3.5,90,90,-122.284162133768,47.6150770571889
..4289900070,2014..28213,1312000,2014-08-25,sfr,14,5215,0,9,3570,5,3.5,90,90,-122.284162133768,47.6150770571889
..4289900105,2016..24068,1155000,2016-07-20,sfr,14,9436,0,9,2900,4,3.5,23,23,-122.282595736383,47.6148124847833
..4289900145,2010..11407,1450000,2010-06-04,sfr,14,8463,0,9,3480,4,3.25,86,86,-122.281804738056,47.6151192154834
..4289900145,2013..10831,1561110,2013-03-16,sfr,14,8463,0,9,3480,4,3.25,89,89,-122.281804738056,47.6151192154834
..4289900145,2013..10832,1561110,2013-04-02,sfr,14,8463,0,9,3480,4,3.25,89,89,-122.281804738056,47.6151192154834
..4289900165,2012..2558,1130500,2012-02-05,sfr,14,7220,0,9,4470,5,4.25,92,92,-122.282058838457,47.6148859465379
..4294800025,2012..2175,293000,2012-02-10,sfr,15,2000,0,6,1340,4,1.75,98,98,-122.295317394948,47.5964105488816
..4294800060,2013..659,465000,2013-01-05,sfr,15,5415,0,8,1780,3,2.0,112,1,-122.295821113555,47.5959974484911
..4294800061,2013..14311,659000,2013-05-20,sfr,15,4039,0,10,2450,4,2.5,0,0,-122.295781093481,47.5961873235492
..4294800085,2016..13443,425000,2016-05-10,sfr,15,4000,0,6,1290,3,1.0,73,73,-122.294827155728,47.596540914074
..4294800115,2013..4390,810000,2013-02-27,sfr,15,4200,0,10,3400,5,3.25,11,11,-122.294271904239,47.5961836759761
..4385700005,2010..6964,895000,2010-04-20,sfr,14,4000,0,8,1890,3,3.0,84,84,-122.279306179906,47.6368135929092
..4385700010,2011..5035,1045000,2011-03-15,sfr,14,4000,0,9,2740,4,3.5,85,5,-122.279307593845,47.6367038561021
..4385700020,2012..31321,825000,2012-12-03,sfr,14,4000,0,8,1680,2,2.5,84,84,-122.279310423336,47.6364843842352
..4385700025,2011..11099,755000,2011-06-23,sfr,14,4000,0,7,1870,2,1.75,83,83,-122.279311843391,47.6363746471159
..4385700025,2013..3334,775000,2013-02-15,sfr,14,4000,0,7,1870,2,1.75,85,85,-122.279311843391,47.6363746471159
..4385700035,2013..3810,1400000,2013-02-21,sfr,14,4000,0,9,3550,4,3.5,6,6,-122.279314671616,47.6361551716709
..4385700035,2016..24754,1961000,2016-07-24,sfr,14,4000,0,9,3550,4,3.5,9,9,-122.279314671616,47.6361551716709
..4385700040,2013..19518,738000,2013-06-21,sfr,14,4000,0,7,1680,3,2.0,87,87,-122.279316086122,47.6360454351618
..4385700185,2014..27216,799950,2014-08-12,townhouse,14,1386,0,9,1860,3,2.25,0,0,-122.278899785973,47.636834837417
..4385700186,2014..27005,829950,2014-08-27,townhouse,14,1144,0,9,1860,3,2.25,0,0,-122.278676833828,47.6368337081833
..4385700190,2013..4698,730000,2013-02-28,sfr,14,4000,0,7,1690,3,1.5,72,72,-122.280445846746,47.6368196331934
..4385700190,2016..20741,1354375,2016-06-23,sfr,14,4000,0,7,1690,3,1.5,75,75,-122.280445846746,47.6368196331934
..4385700205,2010..6164,721000,2010-04-14,sfr,14,4000,0,7,1690,3,2.0,71,71,-122.280449945902,47.6364906679653
..4385700240,2016..12878,1250000,2016-05-10,sfr,14,4000,0,8,2850,4,2.75,86,86,-122.280458141271,47.63583273525
..4385700245,2015..14823,1895000,2015-05-18,sfr,14,4000,0,9,3480,4,3.5,0,0,-122.280459508805,47.6357230794226
..4385700250,2015..8784,1800000,2015-04-07,sfr,14,4000,0,9,3480,4,3.5,0,0,-122.280460874635,47.6356134251339
..4385700255,2016..19051,1250000,2016-06-15,sfr,14,4000,0,8,2150,3,2.25,86,86,-122.280462243243,47.6355037690193
..4385700270,2011..12926,811000,2011-07-14,sfr,14,4000,0,8,2830,3,2.0,80,80,-122.280466308762,47.6351748282794
..4385700285,2014..27633,690000,2014-09-03,sfr,14,4400,0,7,1600,3,1.75,73,73,-122.280561908487,47.6348396408442
..4385700290,2014..8208,649000,2014-04-04,sfr,14,3880,0,7,1280,3,1.0,85,85,-122.280684635729,47.6347285288448
..4385700380,2011..24872,685600,2011-12-18,sfr,14,4000,0,7,2290,3,2.75,85,85,-122.279975168437,47.6353914190112
..4385700385,2010..5458,1266000,2010-03-29,sfr,14,4000,0,9,3060,5,3.5,2,2,-122.279973815432,47.6355010962864
..4385700385,2013..9003,1250000,2013-03-25,sfr,14,4000,0,9,3060,5,3.5,5,5,-122.279973815432,47.6355010962864
..4385700410,2013..33677,696000,2013-10-15,sfr,14,4000,0,8,1870,4,1.75,87,87,-122.279966858547,47.6360494368398
..4385700425,2012..10781,1155000,2012-05-19,sfr,14,4000,0,9,2220,2,2.5,12,12,-122.279962701428,47.6363784040664
..4385700425,2014..11331,1425000,2014-05-05,sfr,14,4000,0,9,2220,2,2.5,14,14,-122.279962701428,47.6363784040664
..4385700435,2013..23502,715000,2013-07-24,sfr,14,4000,0,7,2140,3,2.5,87,87,-122.279959926119,47.6365977145557
..4385700455,2013..37393,905000,2013-11-18,sfr,14,4000,0,8,2280,3,1.75,66,66,-122.280416958177,47.6388659782635
..4385700460,2011..3409,807500,2011-03-11,sfr,14,4000,0,7,2100,3,2.0,70,70,-122.280418517767,47.6387563234174
..4385700490,2013..24129,955000,2013-07-29,sfr,14,4000,0,7,2630,5,3.0,71,71,-122.28042632989,47.6382080517415
..4385700515,2016..42857,1179000,2016-12-12,sfr,14,4000,0,8,2100,4,2.25,58,58,-122.280434141675,47.6376597808526
..4385700580,2013..34230,940000,2013-10-14,sfr,14,4000,0,9,1700,3,1.75,86,0,-122.279943321223,47.6378762118299
..4385700585,2010..13571,625000,2010-07-02,sfr,14,4000,0,7,1210,1,1.0,83,83,-122.279941882352,47.6379858861579
..4385700595,2015..22765,710000,2015-07-15,sfr,14,4000,0,7,1230,3,1.75,89,89,-122.279939005699,47.6382052358186
..4385700605,2013..17815,971000,2013-06-19,sfr,14,4000,0,8,2764,3,2.25,87,21,-122.279936128331,47.6384245835524
..4385700605,2015..38133,1192000,2015-11-03,sfr,14,4000,0,8,2764,3,2.25,89,23,-122.279936128331,47.6384245835524
..4385700610,2012..28991,998000,2012-10-23,sfr,14,4000,0,8,1940,3,2.5,86,86,-122.27993469065,47.6385342575969
..4385700630,2014..21160,940000,2014-07-16,sfr,14,4000,0,8,2260,3,1.75,87,87,-122.27992893525,47.6389729507192
..4385700640,2016..8681,1925000,2016-03-30,sfr,14,4000,0,10,4150,4,3.5,1,1,-122.279281526887,47.638859762944
..4385700660,2010..16080,960000,2010-08-18,sfr,14,4000,0,8,2560,3,1.5,83,83,-122.279286790555,47.6384208846084
..4385700660,2014..23768,1085000,2014-08-07,sfr,14,4000,0,8,2560,3,1.5,87,87,-122.279286790555,47.6384208846084
..4385700665,2011..20152,965000,2011-10-27,sfr,14,4000,0,8,2560,3,2.75,84,2,-122.2792881036,47.6383111657243
..4385700675,2016..7478,910000,2016-03-25,sfr,14,4000,0,7,1220,2,1.75,106,72,-122.279290735903,47.6380917272779
..4385700680,2013..5388,1400000,2013-03-07,sfr,14,4000,0,9,3230,4,2.5,1,1,-122.27929205062,47.6379820084063
..4385700680,2013..33482,1520000,2013-10-17,sfr,14,4000,0,9,3230,4,2.5,1,1,-122.27929205062,47.6379820084063
..4385700695,2014..442,931500,2014-01-03,sfr,14,4000,0,8,2760,5,2.75,87,87,-122.279295997553,47.6376528497143
..4385700715,2013..8412,620000,2013-04-03,sfr,14,3010,0,7,1920,4,2.0,87,87,-122.279345770132,47.6372187238702
..4385700730,2011..21834,440000,2011-11-16,sfr,14,2680,0,7,770,2,1.0,85,85,-122.279369504121,47.6371045920106
..4385700735,2015..5376,790000,2015-03-11,sfr,14,4400,0,7,1940,2,1.5,92,92,-122.278795648362,47.6371016797007
..4385700765,2014..15015,850000,2014-06-03,sfr,14,3850,0,7,1370,3,1.75,103,26,-122.278791613661,47.6374376882274
..4385700850,2016..40459,1620000,2016-11-22,sfr,14,4400,0,9,2680,4,3.25,9,9,-122.278781320169,47.6382947685275
..4385700860,2010..7203,1300000,2010-04-23,sfr,14,4400,0,9,3090,4,3.5,83,3,-122.278779999744,47.6384044992717
..4385700870,2014..1226,810000,2014-01-14,sfr,14,4950,0,7,1190,3,1.5,108,4,-122.278778593125,47.6385211116378
..4385700906,2015..32140,1440000,2015-09-18,sfr,14,4082,0,9,2370,3,2.5,21,21,-122.278165185478,47.6387682871878
..4385700910,2014..30308,1195000,2014-09-29,sfr,14,4437,0,9,2370,3,2.5,20,20,-122.278163207194,47.6389328598361
..4385701073,2016..9254,1000000,2016-04-05,sfr,14,2720,0,9,1920,4,3.5,15,15,-122.277917169407,47.6403871107275
..4385701083,2010..23541,539000,2010-12-01,sfr,14,2128,0,7,990,1,1.5,102,0,-122.27818951152,47.640023406008
..4385701085,2012..22127,543000,2012-08-27,sfr,14,2676,0,7,1250,2,2.0,1,1,-122.277945766569,47.6400220946852
..4385701090,2010..13508,1050000,2010-07-01,sfr,14,4800,0,9,2870,4,3.5,16,16,-122.278054696832,47.6399128516937
..4385701115,2014..12966,1840000,2014-05-19,sfr,14,4800,0,9,3920,5,3.25,0,0,-122.278059461601,47.6393637323287
..4385701120,2014..4461,1442000,2014-02-13,sfr,14,2557,0,10,2940,1,2.75,1,1,-122.278162016286,47.6392591921177
..4385701120,2016..35181,1650000,2016-10-05,sfr,14,2557,0,10,2940,1,2.75,3,3,-122.278162016286,47.6392591921177
..4385701220,2010..16463,930600,2010-08-25,townhouse,14,2510,0,9,1880,3,3.0,18,18,-122.277305744307,47.6403487665047
..4385701235,2014..14447,1920300,2014-05-22,sfr,14,4000,0,9,3350,4,2.5,0,0,-122.279266498714,47.6405455409297
..4385701235,2016..33311,1659000,2016-09-21,sfr,14,4000,0,9,3350,4,2.5,2,2,-122.279266498714,47.6405455409297
..4385701240,2010..8314,1875000,2010-05-03,sfr,14,6000,0,10,4500,4,3.25,5,5,-122.279267648489,47.640408218047
..4385701240,2014..6867,2040000,2014-03-25,sfr,14,6000,0,10,4500,4,3.25,9,9,-122.279267648489,47.640408218047
..4385701250,2012..21421,1625000,2012-08-21,sfr,14,4800,0,9,3490,4,3.5,0,0,-122.279268889598,47.6402599103518
..4385701255,2011..16020,1584375,2011-08-17,sfr,14,4000,0,9,3850,4,3.25,3,3,-122.279269901077,47.6401390677186
..4385701265,2010..2449,610000,2010-02-22,sfr,14,4000,0,7,2080,3,1.5,83,83,-122.279271739956,47.6399193521243
..4385701285,2014..40183,1272000,2014-12-23,sfr,14,4000,0,8,3020,4,3.25,87,87,-122.279275416758,47.6394799195348
..4385701290,2015..30318,1175000,2015-08-28,sfr,14,4000,0,8,2400,3,3.0,86,86,-122.279276336009,47.6393700618657
..4385701325,2011..2643,583000,2011-02-14,sfr,14,4397,0,7,1290,3,2.0,83,83,-122.278767530601,47.6395871134018
..4385701325,2016..37983,1157000,2016-10-27,sfr,14,4397,0,7,1290,3,2.0,88,88,-122.278767530601,47.6395871134018
..4385701330,2014..4383,1005000,2014-02-25,sfr,14,4397,0,8,2560,3,3.5,86,86,-122.278766608726,47.6396969569652
..4385701340,2013..8882,1159000,2013-04-12,sfr,14,4397,0,9,3570,5,3.25,17,17,-122.278764769985,47.6399166456432
..4385701345,2014..34800,1825750,2014-11-06,sfr,14,4397,0,9,3190,4,3.25,0,0,-122.278763848099,47.6400264892054
..4385701345,2016..5110,2260000,2016-03-03,sfr,14,4397,0,9,3190,4,3.25,2,2,-122.278763848099,47.6400264892054
..4385701380,2013..22405,815000,2013-07-18,sfr,14,5000,0,8,1630,2,1.75,55,55,-122.280403262413,47.6404011108638
..4385701393,2013..38353,1550000,2013-11-27,sfr,14,4006,0,9,4200,5,4.25,0,0,-122.280405961428,47.6400584291557
..4385701440,2014..30319,765000,2014-09-26,sfr,14,4000,0,7,1660,2,1.75,74,74,-122.280411331348,47.6393762733792
..4385701460,2010..15609,1650000,2010-08-10,sfr,14,4000,0,9,3450,4,3.5,0,0,-122.279924234075,47.6394846609429
..4385701500,2012..33943,425000,2012-12-27,sfr,14,2600,0,7,700,2,1.0,72,72,-122.279919002887,47.6401105991885
..4386700010,2010..2914,1171500,2010-03-01,sfr,14,7313,0,9,2630,5,2.75,59,59,-122.281266137774,47.6348784621642
..4386700035,2013..8057,1290000,2013-03-26,sfr,14,4000,0,9,3380,5,3.5,67,6,-122.28119366516,47.6353982172144
..4386700060,2013..4256,665000,2013-02-26,sfr,14,4000,0,7,1370,2,1.75,76,76,-122.28118684731,47.6359464626873
..4386700065,2016..14958,1280000,2016-05-24,sfr,14,4000,0,8,1330,3,2.0,85,85,-122.28118548314,47.6360561116443
..4386700070,2016..28916,1285000,2016-08-18,sfr,14,4000,0,8,2320,3,2.25,85,85,-122.281184119616,47.6361657607193
..4386700085,2013..26079,1750000,2013-08-13,sfr,14,4000,0,9,3790,4,3.5,0,0,-122.281175929826,47.6368236590388
..4386700110,2013..9311,1175000,2013-04-02,sfr,14,5000,0,8,3430,4,2.25,66,66,-122.281138250828,47.6399445346311
..4386700115,2012..33121,999000,2012-12-14,sfr,14,5000,0,8,2360,3,2.75,65,3,-122.281137170542,47.640081535887
..4386700135,2012..25969,1425000,2012-10-11,sfr,14,8036,0,9,4760,4,2.25,96,96,-122.284523698953,47.6414566484226
..4386700135,2014..35492,2250000,2014-11-14,sfr,14,8036,0,9,4760,4,2.25,98,98,-122.284523698953,47.6414566484226
..4386700140,2014..28671,2415201,2014-09-15,sfr,14,7140,0,11,4380,4,3.5,0,0,-122.284208068235,47.6413820241176
..4400200055,2013..23382,699000,2013-07-29,sfr,15,1909,0,8,2050,4,3.5,7,7,-122.3062264217,47.6234781802339
..4400200057,2015..3483,761000,2015-02-21,sfr,15,2020,0,8,2050,3,3.5,9,9,-122.306404851268,47.623478565557
..4400200058,2015..40862,850000,2015-11-30,townhouse,15,940,0,9,1550,3,2.25,0,0,-122.306234682496,47.6236545137477
..4400200060,2015..40744,849950,2015-11-30,townhouse,15,1053,0,9,1360,3,1.75,0,0,-122.306387252425,47.6236284126047
..4400200060,2016..3360,799000,2016-02-16,townhouse,15,1053,0,9,1360,3,1.75,1,1,-122.306387252425,47.6236284126047
..4400200070,2011..2721,479000,2011-02-28,sfr,15,2545,0,8,1600,3,2.0,103,103,-122.306262747032,47.6238466929412
..4400200071,2011..2591,250000,2011-02-17,townhouse,15,1106,0,7,760,2,1.5,8,8,-122.306508289128,47.6238742596116
..4423100080,2013..19568,645000,2013-06-28,sfr,13,4500,0,8,1400,2,1.75,96,96,-122.31667305372,47.6405202498171
..4423100105,2013..14638,870000,2013-05-22,sfr,13,4300,0,9,2550,3,2.5,101,101,-122.317276384719,47.6403860307717
..4423100125,2013..13185,1430000,2013-05-16,sfr,13,4500,0,10,3770,4,3.5,0,0,-122.317284534441,47.6398374769085
..4423100145,2013..34755,780000,2013-10-24,sfr,13,4500,0,8,1770,2,1.75,65,65,-122.317648352943,47.6399740367505
..4423100155,2014..6244,1080000,2014-03-19,sfr,13,4500,0,9,2880,4,3.0,83,83,-122.317647641482,47.6402471045453
..4473400025,2012..21963,820000,2012-08-16,sfr,15,2695,0,10,2680,3,2.5,8,8,-122.292972166205,47.5962631122871
..4473400045,2013..7900,300000,2013-04-02,sfr,15,5600,0,7,2040,3,2.0,59,59,-122.292982035659,47.5959409930451
..4473400045,2014..26725,535000,2014-08-26,sfr,15,5600,0,7,2040,3,2.0,60,60,-122.292982035659,47.5959409930451
..4473400070,2016..13454,1170000,2016-05-12,sfr,14,4000,0,8,2920,5,3.0,32,32,-122.292397139211,47.5965097454805
..4473400120,2012..17081,440000,2012-07-18,sfr,14,8400,0,7,2130,4,2.0,101,51,-122.291838962195,47.5962012857804
..4473400140,2013..18189,1400000,2013-06-20,sfr,14,5800,0,10,4350,4,3.25,6,6,-122.292243654468,47.5960058383861
..4473400155,2010..18611,900000,2010-09-14,sfr,14,4200,0,8,3160,4,3.5,11,11,-122.29232378455,47.5962552174838
..4473400155,2015..10762,1137500,2015-04-17,sfr,14,4200,0,8,3160,4,3.5,16,16,-122.29232378455,47.5962552174838
..4473400175,2013..10123,680000,2013-04-18,sfr,14,4000,0,7,2220,2,1.0,91,91,-122.290940404996,47.596422494764
..4473400180,2013..29405,685000,2013-09-11,sfr,14,3700,0,9,2230,3,2.5,26,26,-122.290781474325,47.5964205302706
..4473400195,2014..20928,950000,2014-07-16,sfr,14,3650,0,9,2700,5,3.25,88,0,-122.290796972434,47.5959551481596
..4473400205,2015..17950,720000,2015-06-09,sfr,14,4000,0,7,2220,3,2.0,93,93,-122.291116637973,47.5959590666071
..4473400210,2011..18902,719000,2011-10-06,sfr,14,4000,0,9,2450,4,2.5,82,82,-122.291278726868,47.5959611691496
..5011000035,2010..5510,1010000,2010-04-06,sfr,15,4000,0,9,3410,4,3.5,6,6,-122.303879625427,47.6248743593416
..5011000045,2013..5381,1269000,2013-02-20,sfr,15,4000,0,10,3630,4,3.5,0,0,-122.303882916865,47.6246550530618
